w,flux
20161.73012703494,973007.1539785366
20164.374482880346,941760.1021153713
20167.016564988997,943479.6648085935
20169.658647097647,994626.2739042963
20172.303002943052,971059.974895197
20174.945085051702,971520.6337236804
20177.589440897107,1052347.2670757791
20180.231523005757,992530.6471347924
20182.873605114408,1005042.4924442986
20185.517960959813,804958.6166688978
20188.160043068463,1034158.3519605489
20190.802125177113,987659.527268406
20193.446481022518,1007960.122406059
20196.08856313117,1010697.2307793126
20198.73064523982,1013424.1627006717
20201.375001085224,953762.1066062007
20204.017083193874,1011163.4030867551
20206.66143903928,1034312.263334603
20209.30352114793,896848.7789839642
20211.94560325658,1013042.4368813543
20214.589959101984,942150.6153401178
20217.232041210635,999908.5169454764
20219.874123319285,1035472.2113025115
20222.51847916469,892256.5580033482
20225.16056127334,963128.7316486038
20227.80264338199,837453.9484487983
20230.446999227395,1068446.6339747629
20233.089081336046,1021474.5681106854
20235.731163444696,1010399.1728980087
20238.3755192901,973851.6294361887
20241.01760139875,994672.1255021044
20243.661957244156,940663.2573284229
20246.304039352806,974634.5375433482
20248.946121461457,978979.4419053874
20251.59047730686,1049906.139634343
20254.23255941551,1046671.0162908749
20256.874641524162,1061394.9027798541
20259.518997369567,1002083.2758728925
20262.161079478217,802815.6382885374
20264.803161586868,985838.4647732134
20267.447517432272,1035787.63988888
20270.089599540923,1009409.6533825272
20272.733955386328,1055434.5181172353
20275.376037494978,1065391.977675095
20278.01811960363,978539.9849223397
20280.662475449033,1024962.0781933098
20283.304557557683,1040334.7770924189
20285.946639666334,918182.624761403
20288.59099551174,738043.7817042341
20291.23307762039,1062648.316601249
20293.87515972904,974000.7093780203
20296.519515574444,990618.8911469678
20299.161597683094,964819.3252706946
20301.803679791745,657277.1990650895
20304.44803563715,1078552.601996747
20307.0901177458,911642.7621818851
20309.734473591205,1076614.0926119147
20312.376555699855,1081010.6419787798
20315.018637808505,1052985.9030555098
20317.66299365391,1010663.6021858581
20320.30507576256,1030768.2145817502
20322.94715787121,778078.5714095652
20325.591513716616,1061747.2042549057
20328.233595825266,956282.7681566823
20330.875677933916,1008650.1218419672
20333.52003377932,1019055.1832054286
20336.16211588797,1063193.2965192087
20338.806471733376,912663.3643218264
20341.448553842027,1046674.9044398481
20344.090635950677,1041511.8768424824
20346.734991796082,1075018.4455590555
20349.377073904732,798701.1485042147
20352.019156013383,1004493.1491731451
20354.663511858787,908907.3584313552
20357.305593967438,1085391.585872114
20359.947676076088,1062588.389333163
20362.592031921493,1034594.6944866424
20365.234114030143,1028535.6974440501
20367.876196138794,1064229.0151462676
20370.5205519842,990381.652158452
20373.16263409285,1027054.1309872051
20375.806989938254,1041151.2412255633
20378.449072046904,928411.0774602349
20381.091154155554,952984.7139622105
20383.73551000096,860128.4340326932
20386.37759210961,1069993.8698699374
20389.01967421826,991888.2206782392
20391.664030063665,1029453.5421394801
20394.306112172315,1005541.4617386316
20396.948194280965,894887.9324631126
20399.59255012637,1051341.973503771
20402.23463223502,1050030.7632584623
20404.878988080425,1024638.2438096758
20407.521070189076,1040631.5656406812
20410.163152297726,1053777.2613525481
20412.80750814313,877179.6686052568
20415.44959025178,1030698.8559227963
20418.09167236043,1020168.4103810104
20420.736028205836,962796.8805213688
20423.378110314487,957749.8858682406
20426.020192423137,1013174.7086942382
20428.66454826854,998603.8828282788
20431.306630377192,1036989.7759478517
20433.948712485842,1030126.1542556686
20436.593068331247,1026245.3170928203
20439.235150439898,992152.2569815452
20441.879506285302,1007857.3324677363
20444.521588393953,864336.3181932603
20447.163670502603,988767.8904767497
20449.808026348008,976218.4034297043
20452.45010845666,900458.708808842
20455.09219056531,925272.4529303841
20457.736546410713,900228.7560516102
20460.378628519364,1002837.980004168
20463.020710628014,791708.258392061
20465.66506647342,994521.9136490074
20468.30714858207,1007568.4401923288
20470.951504427474,1038673.200107619
20473.593586536124,866310.7371979351
20476.235668644775,1032419.0467268813
20478.88002449018,1009832.2739123219
20481.52210659883,984445.2413357237
20484.16418870748,1026700.4319835005
20486.808544552885,957745.346400042
20489.450626661535,1023483.340031093
20492.092708770186,937708.2747227103
20494.73706461559,992755.9951156948
20497.37914672424,929159.5693964136
20500.02122883289,970050.1947536982
20502.665584678296,924088.4520018742
20505.307666786946,985999.5043337218
20507.95202263235,888537.3490266699
20510.594104741,961040.6298698657
20513.236186849652,989426.739566711
20515.880542695057,922676.9788396884
20518.522624803707,1000729.3799260848
20521.164706912357,963941.1336202079
20523.809062757762,1017465.5186671572
20526.451144866413,1007615.3452669613
20529.093226975063,962117.0099162731
20531.737582820468,956762.8592540927
20534.379664929118,934601.5183234528
20537.024020774523,981986.8014085665
20539.666102883173,959481.559829596
20542.308184991824,946465.5296957677
20544.95254083723,981082.9967332367
20547.59462294588,936677.6082165149
20550.23670505453,997366.5571040116
20552.881060899934,860263.396416505
20555.523143008584,992818.4906442777
20558.165225117235,978770.6192737268
20560.80958096264,816355.7442829736
20563.45166307129,959603.9004753667
20566.09374517994,826929.0143699319
20568.738101025345,868680.7154942271
20571.380183133995,900069.200511891
20574.0245389794,889324.6480938401
20576.66662108805,928240.5069821883
20579.3087031967,954850.9798292008
20581.953059042105,955525.7290117004
20584.595141150756,844253.1969338076
20587.237223259406,857991.0546043225
20589.88157910481,831111.6532081729
20592.52366121346,829317.2362548376
20595.16574332211,959173.8004366062
20597.810099167516,979304.5139974188
20600.452181276167,956483.2241624795
20603.09653712157,977382.7465877903
20605.738619230222,1028432.8735251238
20608.380701338872,689365.5173307093
20611.025057184277,992045.6134379914
20613.667139292927,980451.6927555192
20616.309221401578,921493.3644133953
20618.953577246983,1015274.6162938143
20621.595659355633,823711.491463519
20624.237741464283,994128.6835192137
20626.882097309688,941699.86273386
20629.52417941834,937700.5003898449
20632.16626152699,1013504.8049541028
20634.810617372394,757184.8843953204
20637.452699481044,458220.2586384239
20640.09705532645,893420.5879318631
20642.7391374351,944011.8880330638
20645.38121954375,953300.857178349
20648.025575389154,857419.7927405916
20650.667657497805,749194.7453460589
20653.309739606455,915420.4038315687
20655.95409545186,978536.1978593008
20658.59617756051,974513.4467551429
20661.23825966916,1004495.5090391584
20663.882615514565,974799.375342268
20666.524697623216,950628.9816934771
20669.16905346862,969940.6579059567
20671.81113557727,1006668.5294561855
20674.45321768592,835097.6997222367
20677.097573531326,969519.9032291552
20679.739655639976,1020620.4358490775
20682.381737748627,842244.7340246
20685.02609359403,1005402.4653765152
20687.66817570268,915493.0052153247
20690.310257811332,921107.2417207629
20692.954613656737,915114.9409642641
20695.596695765387,919567.2595544787
20698.238777874038,712175.729711907
20700.883133719442,970915.2132490628
20703.525215828093,580958.6582616672
20706.169571673498,948310.2796014677
20708.811653782148,856365.1859518955
20711.4537358908,940627.7665345009
20714.098091736203,897072.7119491192
20716.740173844853,945078.2090110696
20719.382255953504,926756.8312874001
20722.02661179891,672064.0613180691
20724.66869390756,938353.307063525
20727.31077601621,896513.8298544197
20729.955131861614,947682.2636987439
20732.597213970264,947693.1129412428
20735.24156981567,935725.525002846
20737.88365192432,739984.9172180915
20740.52573403297,955163.2456470815
20743.170089878375,806647.2328540852
20745.812171987025,994620.5184350993
20748.454254095675,967050.29202972
20751.09860994108,959842.3016023384
20753.74069204973,946587.8874056495
20756.38277415838,999544.35917735
20759.027130003786,973700.8472823418
20761.669212112436,723536.7881132561
20764.311294221086,937878.6741773869
20766.95565006649,941096.8149298143
20769.59773217514,959886.7131368953
20772.242088020546,922948.7605100775
20774.884170129197,978980.4026952494
20777.526252237847,934368.5288622697
20780.170608083252,1002995.3150896066
20782.812690191902,878909.1633210584
20785.454772300553,974149.2849774186
20788.099128145957,943485.1656244604
20790.741210254608,974225.2456086524
20793.383292363258,818940.7177239693
20796.027648208663,970257.1484318967
20798.669730317313,823224.5634139971
20801.314086162718,902487.2122047939
20803.95616827137,831108.1728378894
20806.59825038002,981578.9233776053
20809.242606225424,788657.0463718997
20811.884688334074,977255.2838058722
20814.526770442724,937979.3452737395
20817.17112628813,924634.810176567
20819.81320839678,940258.3216388954
20822.45529050543,999075.8979849196
20825.099646350835,958480.2537511347
20827.741728459485,927963.6324639451
20830.38608430489,777863.4235741596
20833.02816641354,924741.5063974771
20835.67024852219,851735.9017065878
20838.314604367595,891835.592869505
20840.956686476246,915550.8921539332
20843.598768584896,965320.9288931678
20846.2431244303,652279.2453008465
20848.88520653895,944734.8873350082
20851.5272886476,912642.7776646792
20854.171644493006,982311.9913042517
20856.813726601657,848920.1085182814
20859.455808710307,869452.5722202949
20862.10016455571,986134.9374296158
20864.742246664362,976958.2259205797
20867.386602509767,979323.0664883059
20870.028684618417,958612.4203236665
20872.670766727068,919190.6535322686
20875.315122572472,848046.7848984164
20877.957204681123,943953.501526179
20880.599286789773,893847.8461100879
20883.243642635178,815244.2020219136
20885.885724743828,967069.0445395481
20888.52780685248,900198.4099993733
20891.172162697883,955241.7964213764
20893.814244806534,967139.7679478659
20896.45860065194,759747.5851970064
20899.10068276059,963683.4503486289
20901.74276486924,893084.9207452326
20904.387120714644,925316.6773481615
20907.029202823294,847937.0916313063
20909.671284931945,957323.3444084259
20912.31564077735,814148.5648904997
20914.957722886,958568.2419947777
20917.59980499465,942112.8715280677
20920.244160840055,1017838.8846221451
20922.886242948705,626968.9018556871
20925.528325057356,962396.6044910658
20928.17268090276,946522.6533437986
20930.81476301141,944038.8743622033
20933.459118856816,803666.3360137267
20936.101200965466,932655.8487296319
20938.743283074116,955258.7461685088
20941.38763891952,998036.221358211
20944.02972102817,880375.7003977741
20946.671803136822,685057.5924720566
20949.316158982227,784912.1642018512
20951.958241090877,930072.9863660695
20954.600323199527,531308.2912576117
20957.244679044932,840481.8553680083
20959.886761153582,953647.7929261383
20962.531116998987,864157.8191596493
20965.173199107638,969775.9184102652
20967.815281216288,770293.037808517
20970.459637061693,758767.2751582434
20973.101719170343,939180.7685958245
20975.743801278993,989631.437105581
20978.3881571244,835270.787419243
20981.03023923305,941868.7971576275
20983.6723213417,919016.8576932155
20986.316677187104,937735.4476032448
20988.958759295754,749642.3460640287
20991.600841404404,902839.0115961317
20994.24519724981,991632.730231739
20996.88727935846,701505.1501662859
20999.531635203864,963829.3825825478
21002.173717312515,963051.0883837861
21004.815799421165,938243.8837628416
21007.46015526657,942411.7895394649
21010.10223737522,885685.5408090318
21012.74431948387,800203.4948912084
21015.388675329275,911674.5486305233
21018.030757437926,908989.8607970265
21020.672839546576,931477.1824624726
21023.31719539198,937091.672956513
21025.95927750063,954058.1947830773
21028.603633346036,846814.4004451748
21031.245715454686,947765.4887137793
21033.887797563337,925029.4647751093
21036.53215340874,964467.8088467097
21039.174235517392,961156.05977267
21041.816317626042,921119.1035818608
21044.460673471447,891538.5152099498
21047.102755580097,863053.2891676871
21049.744837688748,882293.8471662308
21052.389193534153,928461.1555317419
21055.031275642803,955054.7157445766
21057.673357751453,908864.3164068668
21060.317713596858,900489.842624384
21062.95979570551,1023929.6213942351
21065.604151550913,1012406.842336899
21068.246233659564,933406.846571585
21070.888315768214,902428.9163389988
21073.53267161362,932945.1765485003
21076.17475372227,860936.3476916034
21078.81683583092,908214.5978245562
21081.461191676324,886481.779195652
21084.103273784975,834242.954271347
21086.745355893625,850847.3944159294
21089.38971173903,879279.276285146
21092.03179384768,874970.6265280177
21094.676149693085,917994.3845501608
21097.318231801735,1021412.5589015164
21099.960313910386,949907.826044961
21102.60466975579,947652.5244992925
21105.24675186444,949139.287026973
21107.88883397309,941318.200197292
21110.533189818496,890351.04017068
21113.175271927146,930529.4161768581
21115.817354035797,834624.0106456038
21118.4617098812,785193.4143215632
21121.10379198985,933747.1861538327
21123.745874098502,846929.0257619101
21126.390229943907,779990.7979834419
21129.032312052557,862187.1511967909
21131.676667897962,938967.4453041061
21134.318750006612,801327.5303085352
21136.960832115263,940760.0416286399
21139.605187960668,867707.179216428
21142.247270069318,896671.8046593532
21144.88935217797,799725.4333418644
21147.533708023373,889856.2626382008
21150.175790132023,883078.96973612
21152.817872240674,825525.932605738
21155.46222808608,886442.8717554259
21158.10431019473,895453.1719172918
21160.748666040134,865400.7275090469
21163.390748148784,851131.2410394094
21166.032830257434,939090.9529020155
21168.67718610284,816772.1458426056
21171.31926821149,954626.3932514328
21173.96135032014,870573.1637004327
21176.605706165545,911879.8883868946
21179.247788274195,864680.8899923153
21181.889870382845,967658.5404492433
21184.53422622825,674984.1208710083
21187.1763083369,918861.7857941098
21189.81839044555,930135.6063650878
21192.462746290956,829616.4897398016
21195.104828399606,846496.8557117822
21197.74918424501,828124.5847312907
21200.39126635366,862942.9488561258
21203.03334846231,871271.2285879885
21205.677704307716,763920.6003723306
21208.319786416367,799956.066653404
21210.961868525017,778991.7336767818
21213.606224370422,885328.0146931007
21216.248306479072,831566.9595186794
21218.890388587723,905378.6805265633
21221.534744433127,931002.0307015317
21224.176826541778,900612.9837579838
21226.821182387182,917788.0999462955
21229.463264495833,961599.8548599093
21232.105346604483,856156.0294319541
21234.749702449888,895716.1761969442
21237.39178455854,885022.1845916722
21240.03386666719,868183.229353764
21242.678222512593,911257.6984329899
21245.320304621244,806207.2642802594
21247.962386729894,885894.9981131771
21250.6067425753,874635.0479343011
21253.24882468395,906640.9993291866
21255.8909067926,934003.6016062775
21258.535262638004,882002.6921909603
21261.177344746655,900394.3686411696
21263.82170059206,933788.8410746441
21266.46378270071,635166.8301146636
21269.10586480936,923879.9472961448
21271.750220654765,800373.1439557783
21274.392302763416,896304.6881963973
21277.034384872066,907192.5153994292
21279.67874071747,925016.618789626
21282.32082282612,776659.6578848036
21284.96290493477,890790.4067946615
21287.607260780176,914352.5190980681
21290.249342888827,720331.4693428526
21292.89369873423,891906.0340335653
21295.53578084288,832473.2596132164
21298.177862951532,888381.0257690244
21300.822218796937,864621.7428642549
21303.464300905587,921219.142418824
21306.106383014238,922239.1591957659
21308.750738859642,904821.700007371
21311.392820968293,930531.8219582161
21314.034903076943,858803.0274635567
21316.679258922348,896800.0676164846
21319.321341030998,886276.7657945836
21321.96342313965,865812.5182327152
21324.607778985053,842997.9498697902
21327.249861093704,889239.7295005977
21329.89421693911,871137.3362435857
21332.53629904776,790105.8593985575
21335.17838115641,902132.61596121
21337.822737001814,803373.0287504402
21340.464819110464,890111.906311709
21343.106901219115,815093.4387377468
21345.75125706452,887869.5261273241
21348.39333917317,853431.3634133702
21351.03542128182,851873.9867863801
21353.679777127225,830580.2798770062
21356.321859235875,923253.1868890917
21358.96621508128,842173.8860702587
21361.60829718993,880803.311945265
21364.25037929858,906789.6048876668
21366.894735143986,889428.1688378447
21369.536817252636,894726.5678238118
21372.178899361286,908167.8775302231
21374.82325520669,875848.169696397
21377.46533731534,884953.6087995007
21380.10741942399,891561.2936794
21382.751775269397,910996.7503726047
21385.393857378047,843155.546624396
21388.035939486697,857615.4215325061
21390.680295332102,846701.2440370597
21393.322377440752,904228.5200211569
21395.966733286157,854228.0803314457
21398.608815394808,847894.6813031215
21401.250897503458,889181.6280724914
21403.895253348863,773554.0839646746
21406.537335457513,898894.2554618837
21409.179417566163,873219.8359716891
21411.82377341157,898167.7382629918
21414.46585552022,887373.7655609912
21417.10793762887,893282.3958989412
21419.752293474274,810591.2056474986
21422.394375582924,876112.1113295264
21425.03873142833,902060.442169273
21427.68081353698,868771.4257553963
21430.32289564563,924647.5866593772
21432.967251491034,832822.7763624075
21435.609333599685,860160.7622742326
21438.251415708335,884005.0260760701
21440.89577155374,807903.7729094006
21443.53785366239,881300.6529987726
21446.17993577104,887901.0823403526
21448.824291616445,846022.0974031356
21451.466373725096,833148.6874287009
21454.1107295705,877381.0682574334
21456.75281167915,849836.9165960293
21459.3948937878,869904.61071338
21462.039249633206,916662.542790972
21464.681331741856,661334.7112475617
21467.323413850507,874634.0750429993
21469.96776969591,873353.178842862
21472.609851804562,857983.6769461876
21475.251933913212,820980.0201886431
21477.896289758617,883308.0443227135
21480.538371867267,857718.4747618545
21483.180453975918,809963.558660593
21485.824809821323,819697.4636628078
21488.466891929973,851883.7752485832
21491.111247775378,853630.8425077657
21493.753329884028,867289.6970554949
21496.39541199268,830252.8672265485
21499.039767838083,877807.7258936235
21501.681849946734,858654.608148808
21504.323932055384,842632.2609309036
21506.96828790079,867303.3022095276
21509.61037000944,852274.7252871754
21512.25245211809,858776.10724842
21514.896807963494,848638.7946768104
21517.538890072145,868713.870478849
21520.18324591755,871590.6519287559
21522.8253280262,857100.2157991966
21525.46741013485,861184.0085600564
21528.111765980255,865643.5255980833
21530.753848088905,838373.3917642249
21533.395930197556,848430.9938979315
21536.04028604296,815404.5498769335
21538.68236815161,852527.9093737714
21541.32445026026,800675.6226109595
21543.968806105666,875681.699798922
21546.610888214316,869037.8399779238
21549.252970322967,754098.1551965578
21551.89732616837,869832.1557038905
21554.53940827702,841161.6860316498
21557.183764122427,831445.6179949581
21559.825846231077,831482.4786759407
21562.467928339727,816685.0066338484
21565.112284185132,813297.4264754216
21567.754366293782,882278.3056240192
21570.396448402433,701384.8683477091
21573.040804247838,869097.2977593314
21575.682886356488,859583.5504454448
21578.32496846514,870006.5338084862
21580.969324310543,869457.8815918426
21583.611406419193,845322.9096632358
21586.255762264598,836980.6419980512
21588.89784437325,851955.0874809428
21591.5399264819,826507.0238109393
21594.184282327304,809537.8385937125
21596.826364435954,854205.572232262
21599.468446544604,706906.8634847995
21602.11280239001,809610.0519265597
21604.75488449866,870470.2948882233
21607.39696660731,819126.864897111
21610.041322452715,866840.352613629
21612.683404561365,750067.8007423759
21615.325486670015,781398.1142385841
21617.96984251542,857659.3493453754
21620.61192462407,835818.8974201591
21623.256280469475,822408.4792813207
21625.898362578126,838300.0104953637
21628.540444686776,829916.8259255432
21631.18480053218,865342.92124467
21633.82688264083,818513.4158018664
21636.46896474948,841568.5820671278
21639.113320594886,849029.3767623295
21641.755402703537,829465.3000939359
21644.397484812187,867125.2634885621
21647.041840657592,847729.977419818
21649.683922766242,833083.9035936851
21652.328278611647,839648.0851460543
21654.970360720297,746856.4813662117
21657.612442828948,871452.0501782773
21660.256798674352,801618.8924895977
21662.898880783003,833272.8234257997
21665.540962891653,838719.3775486237
21668.185318737058,823569.6040663654
21670.82740084571,838019.6876159004
21673.46948295436,792003.5222971633
21676.113838799763,842810.6449812677
21678.755920908414,832255.6083378062
21681.398003017064,843166.5459265877
21684.04235886247,851704.9061290653
21686.68444097112,804357.61954659
21689.328796816524,859481.5844455527
21691.970878925174,826644.8377382695
21694.612961033825,854785.496261069
21697.25731687923,810305.4906658693
21699.89939898788,859434.5007569691
21702.54148109653,808692.1879293579
21705.185836941935,797337.7233675726
21707.827919050585,720428.1489466542
21710.470001159236,832916.068598574
21713.11435700464,698806.6299176702
21715.75643911329,830148.3932066531
21718.400794958696,843379.5307064723
21721.042877067346,854768.6243584708
21723.684959175996,804890.9135423165
21726.3293150214,845772.6207471678
21728.97139713005,802097.7274672706
21731.613479238702,762152.8978368226
21734.257835084107,834846.5031983105
21736.899917192757,802481.3788470994
21739.541999301407,824313.0069568651
21742.186355146812,830907.0424110701
21744.828437255463,819262.2761454559
21747.470519364113,841858.5450416465
21750.114875209518,748317.8805306659
21752.756957318168,846109.3380335212
21755.401313163573,817023.8251766068
21758.043395272223,829236.7016746188
21760.685477380874,812624.2064781317
21763.32983322628,764774.2480370406
21765.97191533493,776760.9240920026
21768.61399744358,802149.5789501091
21771.258353288984,804970.31955132
21773.900435397634,755100.2580325593
21776.542517506285,832336.3828148997
21779.18687335169,807873.4750466242
21781.82895546034,758252.7970447834
21784.473311305745,750610.3024878858
21787.115393414395,829278.8632012215
21789.757475523045,604910.8418698341
21792.40183136845,850646.3208424408
21795.0439134771,785764.7373454068
21797.68599558575,852311.2113742305
21800.330351431156,835531.9701982199
21802.972433539806,790229.9885697104
21805.614515648456,829631.9512862038
21808.25887149386,843448.3682920272
21810.90095360251,803598.3543900403
21813.54303571116,806763.794668185
21816.187391556567,750606.253900675
21818.829473665217,776391.9805097163
21821.47382951062,829754.0868285779
21824.115911619272,769605.4691594165
21826.757993727922,699043.5237158117
21829.402349573327,814087.7925994586
21832.044431681978,730515.9521805035
21834.686513790628,787438.525450396
21837.330869636033,815004.5953242788
21839.972951744683,785901.8413886463
21842.615033853333,804968.9618400191
21845.25938969874,843665.6321938793
21847.90147180739,806028.98858951
21850.545827652793,833618.4999420228
21853.187909761444,737128.3351929047
21855.829991870094,847951.9714306082
21858.4743477155,780511.6162904166
21861.11642982415,847951.0189717752
21863.7585119328,776407.4112518951
21866.402867778204,824081.6475192023
21869.044949886855,821434.282172315
21871.687031995505,781503.3980724906
21874.33138784091,795305.7857496755
21876.97346994956,761135.4786972142
21879.61555205821,649645.7440520038
21882.259907903615,839783.6960133582
21884.901990012266,570186.5384848354
21887.54634585767,809626.16455158
21890.18842796632,825630.7207173421
21892.83051007497,831582.0652017911
21895.474865920376,730785.6809656862
21898.116948029026,741012.8596415184
21900.759030137677,746727.1034970416
21903.40338598308,454457.3161796186
21906.045468091732,785483.469637589
21908.687550200382,802042.7692027884
21911.331906045787,766076.1557762019
21913.973988154437,806764.6455222741
21916.618343999842,813338.9485660789
21919.260426108493,829792.8808141466
21921.902508217143,817403.3033831416
21924.546864062548,837878.2977347891
21927.188946171198,800264.7889160698
21929.83102827985,836754.6612924582
21932.475384125253,817587.4513319249
21935.117466233904,774963.7088613823
21937.759548342554,805505.565745607
21940.40390418796,782833.3534493061
21943.04598629661,780557.686047526
21945.68806840526,714072.3465253575
21948.332424250664,768891.5413578717
21950.974506359315,800783.278127245
21953.61886220472,799141.8706594266
21956.26094431337,789227.7492347126
21958.90302642202,797784.0113094903
21961.547382267425,800447.4299374025
21964.189464376075,793085.3411161788
21966.831546484726,839341.6868485184
21969.47590233013,780817.911467227
21972.11798443878,792682.7426336821
21974.76006654743,784417.0637796351
21977.404422392836,805474.0440247963
21980.046504501486,800973.8133525746
21982.69086034689,768654.888648104
21985.33294245554,811275.5465957297
21987.97502456419,762469.4010372869
21990.619380409596,804716.6477713918
21993.261462518247,769707.2207708907
