w,flux
4.986474415000001,1.2205236362238052
4.985103516000001,0.372296819598816
4.983732811666667,0.25915416035318845
4.98223789,0.1778868386380203
4.98074349,0.23019320035567536
4.979373986000001,0.21972826714125912
4.978004881666667,0.24377315547169975
4.976511848333334,0.2659591991048589
4.975143438,0.24335366939168232
4.973775456666667,0.28677783881010793
4.972283595000001,0.24797413762869916
4.970792186666667,0.28955812546492193
4.969425392000001,0.23515206342871858
4.96805905,0.24977195454327103
4.966568945000001,0.26825537393574506
4.965079165000001,0.29313925141179287
4.9637140639999995,0.299129421240895
4.962349218333333,0.283393198436765
4.960860741666668,0.25598530365258176
4.959372721666666,0.282602281235687
4.95800914,0.2739681362493752
4.956645963333334,0.2961688718075108
4.95515918,0.2810580010303204
4.953673048333334,0.2701620394018328
4.952310936000001,0.3015811248500636
4.950949218333333,0.2835674978502713
4.949464256666667,0.27006251688331995
4.947979621666667,0.24465202121022733
4.946619142,0.25271255703639495
4.945259180000001,0.30420766033696733
4.943775715,0.27795757105273794
4.94229284,0.28886830096673255
4.9408104150000005,0.2760657196589037
4.9394518739999995,0.2966499396034561
4.93809375,0.2376261092337626
4.936612630000001,0.28464352880650023
4.9351319,0.2601211060779744
4.933774920000001,0.27524345398610983
4.93241836,0.2769143303985512
4.930938931666667,0.284468241128721
4.929459960000001,0.2982045718037425
4.927981315,0.27097799084684815
4.926626328,0.2814568345741431
4.925271745000001,0.2550309100761651
4.923794401666667,0.3058149692661742
4.922317576666666,0.2860483122681359
4.9208410816666674,0.2628610085364716
4.919488046000001,0.26758120668381785
4.918135416666667,0.25624980290031835
4.916660286666667,0.25627422162371294
4.915185481666667,0.2974286842225687
4.913711133333333,0.29538568933344855
4.912360234,0.2874503117242527
4.911009505000001,0.3161241421647028
4.909536393333334,0.2705211841937101
4.908063866666667,0.305268037577858
4.906591798333334,0.3196824414131362
4.905242578000001,0.28317355847393155
4.903893880000001,0.31032580390929
4.902423046666667,0.30988783705460377
4.900952473333334,0.29264494026045773
4.899482486666667,0.28385231621655
4.898135234,0.2691296612421308
4.896788606666667,0.302640356052453
4.895319791666667,0.2810260036052338
